block,slot_id,sensor_id
F,F2,5f8972c6fc13ae2bb0000961
F,F3,5f8972c6fc13ae2bb0000962
F,F4,5f8972c6fc13ae2bb0000963
F,F5,5f8972c6fc13ae2bb0000964
F,F6,5f8972c6fc13ae2bb0000965
F,F7,5f8972c6fc13ae2bb0000966
F,F8,5f8972c6fc13ae2bb0000967
F,F9,5f8972c6fc13ae2bb0000968
F,F10,5f8972c6fc13ae2bb0000969
F,F11,5f8972c6fc13ae2bb000096a
F,F12,5f8972c6fc13ae2bb000096b
F,F13,5f8972c6fc13ae2bb000096c
F,F14,5f8972c6fc13ae2bb000096d
F,F15,5f8972c6fc13ae2bb000096e
F,F16,5f8972c6fc13ae2bb000096f
F,F17,5f8972c6fc13ae2bb0000970
F,F18,5f8972c6fc13ae2bb0000971
F,F19,5f8972c6fc13ae2bb0000972
F,F20,5f8972c6fc13ae2bb0000973
F,F21,5f8972c6fc13ae2bb0000974
F,F22,5f8972c6fc13ae2bb0000975
F,F23,5f8972c6fc13ae2bb0000976
F,F24,5f8972c6fc13ae2bb0000977
F,F25,5f8972c6fc13ae2bb0000978
F,F26,5f8972c6fc13ae2bb0000979
F,F27,5f8972c6fc13ae2bb000097a
F,F28,5f8972c6fc13ae2bb000097b
F,F29,5f8972c6fc13ae2bb000097c
F,F30,5f8972c6fc13ae2bb000097d
F,F31,5f8972c6fc13ae2bb000097e
F,F32,5f8972c6fc13ae2bb000097f
F,F33,5f8972c6fc13ae2bb0000980
F,F34,5f8972c6fc13ae2bb0000981
F,F35,5f8972c6fc13ae2bb0000982
F,F36,5f8972c6fc13ae2bb0000983
F,F37,5f8972c6fc13ae2bb0000984
F,F38,5f8972c6fc13ae2bb0000985
F,F39,5f8972c6fc13ae2bb0000986
F,F40,5f8972c6fc13ae2bb0000987
G,G1,5f8972c6fc13ae2bb0000988
G,G2,5f8972c6fc13ae2bb0000989
G,G3,5f8972c6fc13ae2bb000098a
G,G4,5f8972c6fc13ae2bb000098b
G,G5,5f8972c6fc13ae2bb000098c
G,G6,5f8972c6fc13ae2bb000098d
G,G7,5f8972c6fc13ae2bb000098e
G,G8,5f8972c6fc13ae2bb000098f
G,G9,5f8972c6fc13ae2bb0000990
G,G10,5f8972c6fc13ae2bb0000991
G,G11,5f8972c6fc13ae2bb0000992
G,G12,5f8972c6fc13ae2bb0000993
G,G13,5f8972c6fc13ae2bb0000994
G,G14,5f8972c6fc13ae2bb0000995
G,G15,5f8972c6fc13ae2bb0000996
G,G16,5f8972c6fc13ae2bb0000997
G,G17,5f8972c6fc13ae2bb0000998
G,G18,5f8972c6fc13ae2bb0000999
G,G19,5f8972c6fc13ae2bb000099a
G,G20,5f8972c6fc13ae2bb000099b
G,G21,5f8972c6fc13ae2bb000099c
G,G22,5f8972c6fc13ae2bb000099d
G,G23,5f8972c6fc13ae2bb000099e
G,G24,5f8972c6fc13ae2bb000099f
G,G25,5f8972c6fc13ae2bb00009a0
G,G26,5f8972c6fc13ae2bb00009a1
G,G27,5f8972c6fc13ae2bb00009a2
G,G28,5f8972c6fc13ae2bb00009a3
G,G29,5f8972c6fc13ae2bb00009a4
G,G30,5f8972c6fc13ae2bb00009a5
G,G31,5f8972c6fc13ae2bb00009a6
G,G32,5f8972c6fc13ae2bb00009a7
G,G33,5f8972c6fc13ae2bb00009a8
G,G34,5f8972c6fc13ae2bb00009a9
G,G35,5f8972c6fc13ae2bb00009aa
G,G36,5f8972c6fc13ae2bb00009ab
G,G37,5f8972c6fc13ae2bb00009ac
G,G38,5f8972c6fc13ae2bb00009ad
G,G39,5f8972c6fc13ae2bb00009ae
G,G40,5f8972c6fc13ae2bb00009af
H,H1,5f8972c6fc13ae2bb00009b0
H,H2,5f8972c6fc13ae2bb00009b1
H,H3,5f8972c6fc13ae2bb00009b2
H,H4,5f8972c6fc13ae2bb00009b3
H,H5,5f8972c6fc13ae2bb00009b4
H,H6,5f8972c6fc13ae2bb00009b5
H,H7,5f8972c6fc13ae2bb00009b6
H,H8,5f8972c6fc13ae2bb00009b7
H,H9,5f8972c6fc13ae2bb00009b8
H,H10,5f8972c6fc13ae2bb00009b9
H,H11,5f8972c6fc13ae2bb00009ba
H,H12,5f8972c6fc13ae2bb00009bb
H,H13,5f8972c6fc13ae2bb00009bc
H,H14,5f8972c6fc13ae2bb00009bd
H,H15,5f8972c6fc13ae2bb00009be
H,H16,5f8972c6fc13ae2bb00009bf
H,H17,5f8972c6fc13ae2bb00009c0
H,H18,5f8972c6fc13ae2bb00009c1
H,H19,5f8972c6fc13ae2bb00009c2
H,H20,5f8972c6fc13ae2bb00009c3
H,H21,5f8972c6fc13ae2bb00009c4
H,H22,5f8972c6fc13ae2bb00009c5
H,H23,5f8972c6fc13ae2bb00009c6
H,H24,5f8972c6fc13ae2bb00009c7
H,H25,5f8972c6fc13ae2bb00009c8
H,H26,5f8972c6fc13ae2bb00009c9
H,H27,5f8972c6fc13ae2bb00009ca
H,H28,5f8972c6fc13ae2bb00009cb
H,H29,5f8972c6fc13ae2bb00009cc
H,H30,5f8972c6fc13ae2bb00009cd
H,H31,5f8972c6fc13ae2bb00009ce
H,H32,5f8972c6fc13ae2bb00009cf
H,H33,5f8972c6fc13ae2bb00009d0
H,H34,5f8972c6fc13ae2bb00009d1
H,H35,5f8972c6fc13ae2bb00009d2
H,H36,5f8972c6fc13ae2bb00009d3
H,H37,5f8972c6fc13ae2bb00009d4
H,H38,5f8972c6fc13ae2bb00009d5
H,H39,5f8972c6fc13ae2bb00009d6
H,H40,5f8972c6fc13ae2bb00009d7
I,I1,5f8972c6fc13ae2bb00009d8
I,I2,5f8972c6fc13ae2bb00009d9
I,I3,5f8972c6fc13ae2bb00009da
I,I4,5f8972c6fc13ae2bb00009db
I,I5,5f8972c6fc13ae2bb00009dc
I,I6,5f8972c6fc13ae2bb00009dd
I,I7,5f8972c6fc13ae2bb00009de
I,I8,5f8972c6fc13ae2bb00009df
I,I9,5f8972c6fc13ae2bb00009e0
I,I10,5f8972c6fc13ae2bb00009e1
I,I11,5f8972c6fc13ae2bb00009e2
I,I12,5f8972c6fc13ae2bb00009e3
I,I13,5f8972c6fc13ae2bb00009e4
I,I14,5f8972c6fc13ae2bb00009e5
I,I15,5f8972c6fc13ae2bb00009e6
I,I16,5f8972c6fc13ae2bb00009e7
I,I17,5f8972c6fc13ae2bb00009e8
I,I18,5f8972c6fc13ae2bb00009e9
I,I19,5f8972c6fc13ae2bb00009ea
I,I20,5f8972c6fc13ae2bb00009eb
I,I21,5f8972c6fc13ae2bb00009ec
I,I22,5f8972c6fc13ae2bb00009ed
I,I23,5f8972c6fc13ae2bb00009ee
I,I24,5f8972c6fc13ae2bb00009ef
I,I25,5f8972c6fc13ae2bb00009f0
I,I26,5f8972c6fc13ae2bb00009f1
I,I27,5f8972c6fc13ae2bb00009f2
I,I28,5f8972c6fc13ae2bb00009f3
I,I29,5f8972c6fc13ae2bb00009f4
I,I30,5f8972c6fc13ae2bb00009f5
I,I31,5f8972c6fc13ae2bb00009f6
I,I32,5f8972c6fc13ae2bb00009f7
I,I33,5f8972c6fc13ae2bb00009f8
I,I34,5f8972c6fc13ae2bb00009f9
I,I35,5f8972c6fc13ae2bb00009fa
I,I36,5f8972c6fc13ae2bb00009fb
I,I37,5f8972c6fc13ae2bb00009fc
I,I38,5f8972c6fc13ae2bb00009fd
I,I39,5f8972c6fc13ae2bb00009fe
I,I40,5f8972c6fc13ae2bb00009ff
J,J1,5f8972c6fc13ae2bb0000a00
J,J2,5f8972c6fc13ae2bb0000a01
J,J3,5f8972c6fc13ae2bb0000a02
J,J4,5f8972c6fc13ae2bb0000a03
J,J5,5f8972c6fc13ae2bb0000a04
J,J6,5f8972c6fc13ae2bb0000a05
J,J7,5f8972c6fc13ae2bb0000a06
J,J8,5f8972c6fc13ae2bb0000a07
J,J9,5f8972c6fc13ae2bb0000a08
J,J10,5f8972c6fc13ae2bb0000a09
J,J11,5f8972c6fc13ae2bb0000a0a
J,J12,5f8972c6fc13ae2bb0000a0b
J,J13,5f8972c6fc13ae2bb0000a0c
J,J14,5f8972c6fc13ae2bb0000a0d
J,J15,5f8972c6fc13ae2bb0000a0e
J,J16,5f8972c6fc13ae2bb0000a0f
J,J17,5f8972c6fc13ae2bb0000a10
J,J18,5f8972c6fc13ae2bb0000a11
J,J19,5f8972c6fc13ae2bb0000a12
J,J20,5f8972c6fc13ae2bb0000a13
J,J21,5f8972c6fc13ae2bb0000a14
J,J22,5f8972c6fc13ae2bb0000a15
J,J23,5f8972c6fc13ae2bb0000a16
J,J24,5f8972c6fc13ae2bb0000a17
J,J25,5f8972c6fc13ae2bb0000a18
J,J26,5f8972c6fc13ae2bb0000a19
J,J27,5f8972c6fc13ae2bb0000a1a
J,J28,5f8972c6fc13ae2bb0000a1b
J,J29,5f8972c6fc13ae2bb0000a1c
J,J30,5f8972c6fc13ae2bb0000a1d
J,J31,5f8972c6fc13ae2bb0000a1e
J,J32,5f8972c6fc13ae2bb0000a1f
J,J33,5f8972c6fc13ae2bb0000a20
J,J34,5f8972c6fc13ae2bb0000a21
J,J35,5f8972c6fc13ae2bb0000a22
J,J36,5f8972c6fc13ae2bb0000a23
J,J37,5f8972c6fc13ae2bb0000a24
J,J38,5f8972c6fc13ae2bb0000a25
J,J39,5f8972c6fc13ae2bb0000a26
J,J40,5f8972c6fc13ae2bb0000a27
K,K1,5f8972c6fc13ae2bb0000a28
K,K2,5f8972c6fc13ae2bb0000a29
K,K3,5f8972c6fc13ae2bb0000a2a
K,K4,5f8972c6fc13ae2bb0000a2b
K,K5,5f8972c6fc13ae2bb0000a2c
K,K6,5f8972c6fc13ae2bb0000a2d
K,K7,5f8972c6fc13ae2bb0000a2e
K,K8,5f8972c6fc13ae2bb0000a2f
K,K9,5f8972c6fc13ae2bb0000a30
K,K10,5f8972c6fc13ae2bb0000a31
K,K11,5f8972c6fc13ae2bb0000a32
K,K12,5f8972c6fc13ae2bb0000a33
K,K13,5f8972c6fc13ae2bb0000a34
K,K14,5f8972c6fc13ae2bb0000a35
K,K15,5f8972c6fc13ae2bb0000a36
K,K16,5f8972c6fc13ae2bb0000a37
K,K17,5f8972c6fc13ae2bb0000a38
K,K18,5f8972c6fc13ae2bb0000a39
K,K19,5f8972c6fc13ae2bb0000a3a
K,K20,5f8972c6fc13ae2bb0000a3b
K,K21,5f8972c6fc13ae2bb0000a3c
K,K22,5f8972c6fc13ae2bb0000a3d
K,K23,5f8972c6fc13ae2bb0000a3e
K,K24,5f8972c6fc13ae2bb0000a3f
K,K25,5f8972c6fc13ae2bb0000a40
K,K26,5f8972c6fc13ae2bb0000a41
K,K27,5f8972c6fc13ae2bb0000a42
K,K28,5f8972c6fc13ae2bb0000a43
K,K29,5f8972c6fc13ae2bb0000a44
K,K30,5f8972c6fc13ae2bb0000a45
K,K31,5f8972c6fc13ae2bb0000a46
K,K32,5f8972c6fc13ae2bb0000a47
K,K33,5f8972c6fc13ae2bb0000a48
K,K34,5f8972c6fc13ae2bb0000a49
K,K35,5f8972c6fc13ae2bb0000a4a
K,K36,5f8972c6fc13ae2bb0000a4b
K,K37,5f8972c6fc13ae2bb0000a4c
K,K38,5f8972c6fc13ae2bb0000a4d
K,K39,5f8972c6fc13ae2bb0000a4e
K,K40,5f8972c6fc13ae2bb0000a4f
L,L1,5f8972c6fc13ae2bb0000a50
L,L2,5f8972c6fc13ae2bb0000a51
L,L3,5f8972c6fc13ae2bb0000a52
L,L4,5f8972c6fc13ae2bb0000a53
L,L5,5f8972c6fc13ae2bb0000a54
L,L6,5f8972c6fc13ae2bb0000a55
L,L7,5f8972c6fc13ae2bb0000a56
L,L8,5f8972c6fc13ae2bb0000a57
L,L9,5f8972c6fc13ae2bb0000a58
L,L10,5f8972c6fc13ae2bb0000a59
L,L11,5f8972c6fc13ae2bb0000a5a
L,L12,5f8972c6fc13ae2bb0000a5b
L,L13,5f8972c6fc13ae2bb0000a5c
L,L14,5f8972c6fc13ae2bb0000a5d
L,L15,5f8972c6fc13ae2bb0000a5e
L,L16,5f8972c6fc13ae2bb0000a5f
L,L17,5f8972c6fc13ae2bb0000a60
L,L18,5f8972c6fc13ae2bb0000a61
L,L19,5f8972c6fc13ae2bb0000a62
L,L20,5f8972c6fc13ae2bb0000a63
L,L21,5f8972c6fc13ae2bb0000a64
L,L22,5f8972c6fc13ae2bb0000a65
L,L23,5f8972c6fc13ae2bb0000a66
L,L24,5f8972c6fc13ae2bb0000a67
L,L25,5f8972c6fc13ae2bb0000a68
L,L26,5f8972c6fc13ae2bb0000a69
L,L27,5f8972c6fc13ae2bb0000a6a
L,L28,5f8972c6fc13ae2bb0000a6b
L,L29,5f8972c6fc13ae2bb0000a6c
L,L30,5f8972c6fc13ae2bb0000a6d
L,L31,5f8972c6fc13ae2bb0000a6e
L,L32,5f8972c6fc13ae2bb0000a6f
L,L33,5f8972c6fc13ae2bb0000a70
L,L34,5f8972c6fc13ae2bb0000a71
L,L35,5f8972c6fc13ae2bb0000a72
L,L36,5f8972c6fc13ae2bb0000a73
L,L37,5f8972c6fc13ae2bb0000a74
L,L38,5f8972c6fc13ae2bb0000a75
L,L39,5f8972c6fc13ae2bb0000a76
L,L40,5f8972c6fc13ae2bb0000a77
M,M1,5f8972c6fc13ae2bb0000a78
M,M2,5f8972c6fc13ae2bb0000a79
M,M3,5f8972c6fc13ae2bb0000a7a
M,M4,5f8972c6fc13ae2bb0000a7b
M,M5,5f8972c6fc13ae2bb0000a7c
M,M6,5f8972c6fc13ae2bb0000a7d
M,M7,5f8972c6fc13ae2bb0000a7e
M,M8,5f8972c6fc13ae2bb0000a7f
M,M9,5f8972c6fc13ae2bb0000a80
M,M10,5f8972c6fc13ae2bb0000a81
M,M11,5f8972c6fc13ae2bb0000a82
M,M12,5f8972c6fc13ae2bb0000a83
M,M13,5f8972c6fc13ae2bb0000a84
M,M14,5f8972c6fc13ae2bb0000a85
M,M15,5f8972c6fc13ae2bb0000a86
M,M16,5f8972c6fc13ae2bb0000a87
M,M17,5f8972c6fc13ae2bb0000a88
M,M18,5f8972c6fc13ae2bb0000a89
M,M19,5f8972c6fc13ae2bb0000a8a
M,M20,5f8972c6fc13ae2bb0000a8b
M,M21,5f8972c6fc13ae2bb0000a8c
M,M22,5f8972c6fc13ae2bb0000a8d
M,M23,5f8972c6fc13ae2bb0000a8e
M,M24,5f8972c6fc13ae2bb0000a8f
M,M25,5f8972c6fc13ae2bb0000a90
M,M26,5f8972c6fc13ae2bb0000a91
M,M27,5f8972c6fc13ae2bb0000a92
M,M28,5f8972c6fc13ae2bb0000a93
M,M29,5f8972c6fc13ae2bb0000a94
M,M30,5f8972c6fc13ae2bb0000a95
M,M31,5f8972c6fc13ae2bb0000a96
M,M32,5f8972c6fc13ae2bb0000a97
M,M33,5f8972c6fc13ae2bb0000a98
M,M34,5f8972c6fc13ae2bb0000a99
M,M35,5f8972c6fc13ae2bb0000a9a
M,M36,5f8972c6fc13ae2bb0000a9b
M,M37,5f8972c6fc13ae2bb0000a9c
M,M38,5f8972c6fc13ae2bb0000a9d
M,M39,5f8972c6fc13ae2bb0000a9e
M,M40,5f8972c6fc13ae2bb0000a9f
N,N1,5f8972c6fc13ae2bb0000aa0
N,N2,5f8972c6fc13ae2bb0000aa1
N,N3,5f8972c6fc13ae2bb0000aa2
N,N4,5f8972c6fc13ae2bb0000aa3
N,N5,5f8972c6fc13ae2bb0000aa4
N,N6,5f8972c6fc13ae2bb0000aa5
N,N7,5f8972c6fc13ae2bb0000aa6
N,N8,5f8972c6fc13ae2bb0000aa7
N,N9,5f8972c6fc13ae2bb0000aa8
N,N10,5f8972c6fc13ae2bb0000aa9
N,N11,5f8972c6fc13ae2bb0000aaa
N,N12,5f8972c6fc13ae2bb0000aab
N,N13,5f8972c6fc13ae2bb0000aac
N,N14,5f8972c6fc13ae2bb0000aad
N,N15,5f8972c6fc13ae2bb0000aae
N,N16,5f8972c6fc13ae2bb0000aaf
N,N17,5f8972c6fc13ae2bb0000ab0
N,N18,5f8972c6fc13ae2bb0000ab1
N,N19,5f8972c6fc13ae2bb0000ab2
N,N20,5f8972c6fc13ae2bb0000ab3
N,N21,5f8972c6fc13ae2bb0000ab4
N,N22,5f8972c6fc13ae2bb0000ab5
N,N23,5f8972c6fc13ae2bb0000ab6
N,N24,5f8972c6fc13ae2bb0000ab7
N,N25,5f8972c6fc13ae2bb0000ab8
N,N26,5f8972c6fc13ae2bb0000ab9
N,N27,5f8972c6fc13ae2bb0000aba
N,N28,5f8972c6fc13ae2bb0000abb
N,N29,5f8972c6fc13ae2bb0000abc
N,N30,5f8972c6fc13ae2bb0000abd
N,N31,5f8972c6fc13ae2bb0000abe
N,N32,5f8972c6fc13ae2bb0000abf
N,N33,5f8972c6fc13ae2bb0000ac0
N,N34,5f8972c6fc13ae2bb0000ac1
N,N35,5f8972c6fc13ae2bb0000ac2
N,N36,5f8972c6fc13ae2bb0000ac3
N,N37,5f8972c6fc13ae2bb0000ac4
N,N38,5f8972c6fc13ae2bb0000ac5
N,N39,5f8972c6fc13ae2bb0000ac6
N,N40,5f8972c6fc13ae2bb0000ac7
O,O1,5f8972c6fc13ae2bb0000ac8
O,O2,5f8972c6fc13ae2bb0000ac9
O,O3,5f8972c6fc13ae2bb0000aca
O,O4,5f8972c6fc13ae2bb0000acb
O,O5,5f8972c6fc13ae2bb0000acc
O,O6,5f8972c6fc13ae2bb0000acd
O,O7,5f8972c6fc13ae2bb0000ace
O,O8,5f8972c6fc13ae2bb0000acf
O,O9,5f8972c6fc13ae2bb0000ad0
O,O10,5f8972c6fc13ae2bb0000ad1
O,O11,5f8972c6fc13ae2bb0000ad2
O,O12,5f8972c6fc13ae2bb0000ad3
O,O13,5f8972c6fc13ae2bb0000ad4
O,O14,5f8972c6fc13ae2bb0000ad5
O,O15,5f8972c6fc13ae2bb0000ad6
O,O16,5f8972c6fc13ae2bb0000ad7
O,O17,5f8972c6fc13ae2bb0000ad8
O,O18,5f8972c6fc13ae2bb0000ad9
O,O19,5f8972c6fc13ae2bb0000ada
O,O20,5f8972c6fc13ae2bb0000adb
O,O21,5f8972c6fc13ae2bb0000adc
O,O22,5f8972c6fc13ae2bb0000add
O,O23,5f8972c6fc13ae2bb0000ade
O,O24,5f8972c6fc13ae2bb0000adf
O,O25,5f8972c6fc13ae2bb0000ae0
